0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,-6.720000000000000639e+00
7.853981633974483484e-03,1.076417981282272868e-01,9.453505686163300448e-01,-7.191587262163771754e+00
1.570796326794896697e-02,1.148401348260970622e-01,8.871121313964454025e-01,-7.633644510917074300e+00
2.356194490192345045e-02,1.215677503573503043e-01,8.255232490910908716e-01,-8.044503462579568165e+00
3.141592653589793394e-02,1.277993087997617017e-01,7.608350897091455955e-01,-8.422622991891675071e+00
3.926990816987241395e-02,1.335114930799035371e-01,6.933104068711204437e-01,-8.766594887312585627e+00
4.712388980384690090e-02,1.386830918118910905e-01,6.232224750614037134e-01,-9.075149067980678552e+00
5.497787143782138786e-02,1.432950776183996855e-01,5.508539860842370794e-01,-9.347158243124535915e+00
6.283185307179586787e-02,1.473306766466252471e-01,4.764959111705270312e-01,-9.581641996958584429e+00
7.068583470577034789e-02,1.507754290272862729e-01,4.004463333068116748e-01,-9.777770284404502021e+00
7.853981633974482790e-02,1.536172400610971434e-01,3.230092544636120055e-01,-9.934866325338573390e+00
8.639379797371932179e-02,1.558464219542318729e-01,2.444933824875854256e-01,-1.005240888746686778e+01
9.424777960769380181e-02,1.574557259619972782e-01,1.652109024900981493e-01,-1.013003395036465726e+01
1.021017612416682818e-01,1.584403648380952045e-01,8.547623761381432927e-02,-1.016753574567451324e+01
1.099557428756427757e-01,1.587980255253221007e-01,5.604804088510316820e-03,-1.016486717092893777e+01
1.178097245096172557e-01,1.585288720621795822e-01,-7.408823450249386877e-02,-1.012213957693869482e+01
1.256637061435917357e-01,1.576355387184983914e-01,-1.532892088331358760e-01,-1.003962193115729384e+01
1.335176877775662296e-01,1.561231134116590757e-01,-2.316871764390757427e-01,-9.917739361885676175e+00
1.413716694115406958e-01,1.539991114931720251e-01,-3.089751404800121226e-01,-9.757071090609406028e+00
1.492256510455151897e-01,1.512734400331115781e-01,-3.848512498907367685e-01,-9.558347762154104643e+00
1.570796326794896558e-01,1.479583527670310927e-01,-4.590199762371425796e-01,-9.322448184694104967e+00
1.649336143134641497e-01,1.440683959063786268e-01,-5.311932626969770865e-01,-9.050395493945199377e+00
1.727875959474386436e-01,1.396203450489392761e-01,-6.010916407065034495e-01,-8.743352758106032852e+00
1.806415775814131097e-01,1.346331334603177721e-01,-6.684453099528689934e-01,-8.402618042275419086e+00
1.884955592153876036e-01,1.291277720308054433e-01,-7.329951775473060316e-01,-8.029618953156409944e+00
1.963495408493620975e-01,1.231272612440247188e-01,-7.944938523856290846e-01,-7.625906686854181160e+00
2.042035224833365636e-01,1.166564955243855617e-01,-8.527065908891574564e-01,-7.193149604476145598e+00
2.120575041173110575e-01,1.097421603595070960e-01,-9.074121905203830218e-01,-6.733126362041931934e+00
2.199114857512855514e-01,1.024126226212409979e-01,-9.584038276826022384e-01,-6.247718622900991114e+00
2.277654673852600176e-01,9.469781453467830679e-02,-1.005489836840462781e+00,-5.738903382430463829e+00
2.356194490192345115e-01,8.662911176843038352e-02,-1.048494427937991746e+00,-5.208744936239387613e+00
2.434734306532089776e-01,7.823920614145812857e-02,-1.087258339441223631e+00,-4.659386524432128418e+00
2.513274122871834715e-01,6.956197346169987195e-02,-1.121639424592990597e+00,-4.093041685679034813e+00
2.591813939211579654e-01,6.063233702964325456e-02,-1.151513168736745918e+00,-3.511985355901409811e+00
2.670353755551324593e-01,5.148612735573538518e-02,-1.176773135843368179e+00,-2.918544747297186603e+00
2.748893571891068976e-01,4.215993865407106217e-02,-1.197331342658632503e+00,-2.315090044209785702e+00
2.827433388230813915e-01,3.269098268609377939e-02,-1.213118559178289591e+00,-1.704024952972949203e+00
2.905973204570558854e-01,2.311694053704920621e-02,-1.224084534451336470e+00,-1.087777143346721598e+00
2.984513020910303793e-01,1.347581291461627875e-02,-1.230198147008884524e+00,-4.687886194925987571e-01
3.063052837250048732e-01,3.805769563486559575e-03,-1.231447479514899301e+00,1.504939413816279992e-01
3.141592653589793116e-01,-5.855001608343417610e-03,-1.227839817534778222e+00,7.676288445451078246e-01
3.220132469929538055e-01,-1.546844509616116317e-02,-1.219401572617097251e+00,1.380188989391785581e+00
3.298672286269282994e-01,-2.499678746530809362e-02,-1.206178130181684738e+00,1.985771399437857188e+00
3.377212102609027933e-01,-3.440268553046415406e-02,-1.188233623002334927e+00,2.582006633310453214e+00
3.455751918948772872e-01,-4.364937246711926566e-02,-1.165650631363759349e+00,3.166568039932036172e+00
3.534291735288517811e-01,-5.270080128451086476e-02,-1.138529811258698565e+00,3.737180821811478815e+00
3.612831551628262194e-01,-6.152178510113937016e-02,-1.106989452271304630e+00,4.291630871199736852e+00
3.691371367968007133e-01,-7.007813367797920134e-02,-1.071164967065942886e+00,4.827773344851770787e+00
3.769911184307752072e-01,-7.833678568062130143e-02,-1.031208314665308157e+00,5.343540944252661795e+00
3.848451000647497011e-01,-8.626593615974523233e-02,-9.872873599572568049e-01,5.836951869410016869e+00
3.926990816987241950e-01,-9.383515875944783979e-02,-9.395851721149846014e-01,6.306117415681456784e+00
4.005530633326986334e-01,-1.010155221849674406e-01,-8.882992648492274990e-01,6.749249184589668715e+00
4.084070449666731273e-01,-1.077797004851452217e-01,-8.336407816331039555e-01,7.164665881171887740e+00
4.162610266006476212e-01,-1.141020767304616740e-01,-7.758336292492320485e-01,7.550799672109301142e+00
4.241150082346221151e-01,-1.199588396945697605e-01,-7.151135632040401813e-01,7.906202080677757316e+00
4.319689898685966090e-01,-1.253280731758082411e-01,-6.517272287350096560e-01,8.229549396446930842e+00
4.398229715025711029e-01,-1.301898376251009182e-01,-5.859311613022691878e-01,8.519647579623184086e+00
4.476769531365455412e-01,-1.345262437778103060e-01,-5.179907506058932798e-01,8.775436641973746177e+00
4.555309347705200351e-01,-1.383215180193901328e-01,-4.481791723038738295e-01,8.995994488378208587e+00
4.633849164044945290e-01,-1.415620592479416295e-01,-3.767762917225683794e-01,9.180540205219486438e+00
4.712388980384690229e-01,-1.442364870308882052e-01,-3.040675439510495681e-01,9.328436784041180374e+00
4.790928796724435168e-01,-1.463356808878080451e-01,-2.303427947928405883e-01,9.439193271153424547e+00
4.869468613064179552e-01,-1.478528105668618364e-01,-1.558951871127464972e-01,9.512466336155236846e+00
4.948008429403924491e-01,-1.487833572180858044e-01,-8.101997716266626237e-02,9.548061254649544694e+00
5.026548245743669430e-01,-1.491251254029435924e-01,-6.013365498264020004e-03,9.545932302747834441e+00
5.105088062083413813e-01,-1.488782459158022875e-01,6.882867289187852289e-02,9.506182563285944909e+00
5.183627878423159308e-01,-1.480451694292746756e-01,1.432115546315023968e-01,9.429063145991499084e+00
5.262167694762903691e-01,-1.466306510115083506e-01,2.168432455898380573e-01,9.314971826147786516e+00
5.340707511102649185e-01,-1.446417255993607820e-01,2.894354055608999166e-01,9.164451108579601879e+00
5.419247327442393569e-01,-1.420876745468364344e-01,3.607045155095712219e-01,8.978185726034469738e+00
5.497787143782137953e-01,-1.389799834030407411e-01,4.303729829850991284e-01,8.756999583239375440e+00
5.576326960121883447e-01,-1.353322911080875324e-01,4.981702213997166728e-01,8.501852160069692133e+00
5.654866776461627831e-01,-1.311603308287508929e-01,5.638336989839233260e-01,8.213834389365201716e+00
5.733406592801373325e-01,-1.264818626880478136e-01,6.271099533599887588e-01,7.894164026959863634e+00
5.811946409141117709e-01,-1.213165986742514996e-01,6.877555678209523737e-01,7.544180533449391213e+00
5.890486225480862092e-01,-1.156861200449434135e-01,7.455381055631508103e-01,7.165339489096170134e+00
5.969026041820607587e-01,-1.096137875705014836e-01,8.002369982954592453e-01,6.759206565057548133e+00
6.047565858160351970e-01,-1.031246449887817662e-01,8.516443858372301223e-01,6.327451075814119363e+00
6.126105674500097464e-01,-9.624531606857596178e-02,8.995659035186078789e-01,5.871839139262906571e+00
6.204645490839841848e-01,-8.900389570362098046e-02,9.438214144106337189e-01,5.394226472420339924e+00
6.283185307179586232e-01,-8.142983548140715622e-02,9.842456836374733342e-01,4.896550852046066993e+00
6.361725123519331726e-01,-7.355382419169460839e-02,1.020688992258289574e+00,4.380824270745802274e+00
6.440264939859076110e-01,-6.540766375842582692e-02,1.053017688450774259e+00,3.849124820235005018e+00
6.518804756198821604e-01,-5.702414109554761884e-02,1.081114673981188545e+00,3.303588334441067254e+00
6.597344572538565988e-01,-4.843689640206544356e-02,1.104879824205875050e+00,2.746399825986308496e+00
6.675884388878311482e-01,-3.968028842439465242e-02,1.124230340115624394e+00,2.179784750324258003e+00
6.754424205218055866e-01,-3.078925722470141763e-02,1.139101031205852044e+00,1.606000132395017932e+00
6.832964021557800249e-01,-2.179918500240424217e-02,1.149444528231272855e+00,1.027325591119864212e+00
6.911503837897545743e-01,-1.274575552230713255e-02,1.155231425182472682e+00,4.460542973692652180e-01
6.990043654237290127e-01,-3.664812706938340697e-03,1.156450350102429470e+00,-1.355160987887236435e-01
7.068583470577035621e-01,5.407781047436666967e-03,1.153107964642473560e+00,-7.150925357215383027e-01
7.147123286916780005e-01,1.443628627197450325e-02,1.145228892538308951e+00,-1.290395567018627121e+00
7.225663103256524389e-01,2.338522698695024229e-02,1.132855577466434394e+00,-1.859168311954074504e+00
7.304202919596269883e-01,3.221952987206176677e-02,1.116048071018497456e+00,-2.419185294537872455e+00
7.382742735936014267e-01,4.090466150028263664e-02,1.094883751804712757e+00,-2.968261136595596650e+00
7.461282552275759761e-01,4.940676309920491449e-02,1.069456976966395967e+00,-3.504259070978361201e+00
7.539822368615504145e-01,5.769278231490454489e-02,1.039878667640872001e+00,-4.025099241798970162e+00
7.618362184955248528e-01,6.573060146649448154e-02,1.006275830178465114e+00,-4.528766759512755868e+00
7.696902001294994022e-01,7.348916179464773379e-02,9.687910151600120923e-01,-5.013319479708658655e+00
7.775441817634738406e-01,8.093858322440941611e-02,9.275817165033546363e-01,-5.476895475643275724e+00
7.853981633974483900e-01,8.805027918150193367e-02,8.828197131776676088e-01,-5.917720175832977603e+00
7.932521450314228284e-01,9.479706602198093024e-02,8.346903562643771535e-01,-6.334113139411380544e+00
8.011061266653972668e-01,1.011532666574366107e-01,7.833918043119668662e-01,-6.724494443455772519e+00
8.089601082993718162e-01,1.070948079818624110e-01,7.291342101283757593e-01,-7.087390658080274797e+00
8.168140899333462546e-01,1.125993117317330289e-01,6.721388623382166250e-01,-7.421440386779143417e+00
8.246680715673208040e-01,1.176461784376422043e-01,6.126372852019859039e-01,-7.725399351273736670e+00
8.325220532012952424e-01,1.222166641539385590e-01,5.508703003501752571e-01,-7.998145001964124035e+00
8.403760348352696807e-01,1.262939496820509044e-01,4.870870542261417357e-01,-8.238680637003623630e+00
